id	tgt_text
audio_0_37	▁त ▁जस क ▁अ र थ ▁ह ▁क ▁इ मज ▁क ऑ र डनट ▁म ▁दख ▁ग ई ▁ ए ग जकट ▁ न ह ▁ह ▁क यक ▁सकल ▁फक टर ▁1 ▁ह न ▁चहए ▁ल कन ▁ थ य रट क ल ▁रप ▁स ▁म ▁परजकट ▁सकल ▁म ▁इस ▁सकल ▁फक टर ▁क ▁उप यग ▁कर क ▁एक ▁इ मज ▁क ▁क ऑ र डनट ▁रप ▁स ▁वय कत ▁कर ▁सक त ▁ह
audio_0_16	▁त ▁हम ▁इस ▁एलमट ▁क ▁भ ▁रपरजट शन ▁कर ▁सक त ▁ह ▁और ▁ m ▁स व य ▁2 ▁म टर कस ▁म ▁ड क प ज ▁ह ▁सक त ▁ह ▁इस म ▁एक ▁कपनट ▁क लब र शन ▁म टर कस ▁ह त ▁ह ▁द सर ▁कपनट ▁ रट शन ▁म टर कस ▁ह त ▁ह
audio_0_67	▁त ▁य ह ▁ 0 ▁व क टर ▁द वर ▁म लट पल ई ▁कय ▁ज त ▁ह
audio_0_82	▁इस ल ए ▁य ह ▁कर ण ▁ह ▁क ▁प छ ल ▁म मल ▁म ▁मन ▁मश ▁कय ▁ह ▁क ▁द ▁इड पड ट ▁इकवशन ▁ह ▁ज ▁एक ▁स गल ▁प व इट ▁सपस फ क शन ▁क ▁उप यग ▁कर क ▁बन ग
audio_0_90	▁त ▁आप क ▁इस ▁फर म ▁म ▁इकवशन ▁मलग
audio_0_18	▁त ▁य ह ▁व ह ▁ह ▁ज ▁मन ▁मश ड ▁कय ▁ह ▁क ▁ m ▁ k ▁और ▁ r ▁क ▁उ त प द ▁ह ▁और ▁परजक शन ▁म टर कस ▁ p ▁क ▁अत म ▁स त भ ▁ह
audio_0_86	▁इस ल ए ▁अग र ▁म र ▁प स ▁ऐस ▁ n ▁प व इट ▁ह ▁त ▁पर त यक ▁ n ▁प व इट ▁म झ ▁द ▁इकवशन ▁द ग
audio_0_55	▁त ▁अत ▁म ▁आप क ▁इस ▁रप ▁म ▁एक ▁क लम ▁मलग ▁जस म ▁आप क ▁एक ▁क लम ▁व क टर ▁मलग
audio_0_38	▁इस ल ए ▁य द ▁म ▁इस ▁परजक शन ▁म टर कस ▁क ▁सथ ▁एक ▁इ मज ▁क ऑ र डनट ▁पइट ▁क ▁म लट पल ई ▁कर त ▁ह ▁त ▁म झ ▁2 ▁डईमशन ल ▁परजकट व ▁सपस ▁म ▁एक ▁पइट ▁मलग ▁और ▁इस ▁त र ह ▁स ▁य ह ▁ह
audio_0_57	▁त ▁त म ह ▁ नमन ल ख त ▁व क टर ▁मलग ▁ r ▁2 ▁टरस प ज ▁ x ▁ i ▁ w ▁ i ▁इन ▁ ट ▁ r ▁2 ▁टरस प ज ▁ x ▁ i ▁म इन स ▁ y ▁ i ▁इन ट ▁ r ▁ 3 ▁टरस प ज ▁ x ▁ i ▁य ह ▁ह ▁ i ▁ पल स ▁म झ ▁इस ▁फर म ▁म ▁लख न ▁द
audio_0_31	▁इस ल ए ▁म झ ▁स भ ▁अ ज ञ त ▁क ▁ह ल ▁कर न ▁क ▁ल ए ▁कम ▁स ▁कम ▁1 1 ▁इकवशन स ▁पर प त ▁कर न ▁चहए ▁ल कन ▁च क ▁1 ▁क रसप डग ▁प व इट ▁म झ ▁2 ▁इकवशन स ▁द त ▁ह
audio_0_78	▁इस ल ए ▁य द ▁म ▁प ह ल ▁इकवशन ▁क ▁ x ▁ i ▁स ▁ग ण ▁कर त ▁ह ▁और ▁फर ▁इस क ▁सथ ▁ज ड त ▁ह ▁और ▁ y ▁क ▁सथ ▁द सर ▁इकवशन ▁क ▁भ ▁म लट पल ई ▁कर त ▁ह
audio_0_96	▁त ▁ज ब ▁आप ▁ n ▁क रसप डग ▁पइट ▁पर प त ▁कर त ▁ह ▁त ▁वसत व ▁म ▁2 n ▁स खय ▁म ▁ल न य र ▁इकवशन ▁ह त ▁ह
audio_0_69	▁त ▁य ह ▁ r ▁1 ▁स ▁म लट पल ई ▁कय ▁ज त ▁ह ▁ज ▁क ▁ 0 ▁म इन स ▁ w ▁ i ▁ r ▁2 ▁इन ▁ ट ▁ x ▁टरस प ज ▁ह
audio_0_2	▁त ▁एक ▁परजक शन ▁म टर कस ▁ह ▁ज ▁ 3 ▁ड मशन ल ▁क ऑ र डनट ▁पइट ▁क ▁2 ▁परजकट व ▁इ मज ▁प व इट ▁पर ▁और ▁परजकट व ▁सपस ▁म ▁म प ▁कर त ▁ह ▁हम ▁उन ह ▁इस ▁रप ▁म ▁रपरजट ▁कर ▁सक त ▁ह
audio_0_76	▁त ▁अ ब ▁आप ▁दख ग ▁क ▁वसत व ▁म ▁त न ▁इकवशन ▁ह ▁ज ▁आप क ▁म ल त ▁ह ▁ल कन ▁उन म ▁स ▁द ▁इकवशन ▁ह ▁ज ▁इड पड ट ▁ह ▁एक ▁बर ▁बर ▁ह न ▁व ल ▁ह ▁ऐस ▁क स ▁ह
audio_0_74	▁इस ▁त र ह ▁द सर ▁इकवशन ▁और ▁त सर ▁इकवशन ▁बन ▁सक त ▁ह ▁मन ▁स रफ ▁1 ▁इकवशन ▁क ▁स रफ ▁आप क ▁सम झ ▁क ▁ल ए ▁दख य ▁ह
audio_0_29	▁इस ल ए ▁च क ▁द ▁इड पड ट ▁इकवशन स ▁ह ▁अग र ▁म ▁आप क ▁क छ ▁क रसप डग ▁पइट स ▁क ▁बत ऊ ▁त ▁मन ▁ल ज ए ▁य ह ▁सम स य ▁य ह ▁ह ▁क ▁म ▁आप क ▁इ मज ▁प व इट ▁क ह त ▁ह ▁और ▁इस क ▁क रसप डग ▁आप ▁इ मज ▁प व इट ▁क ▁ छ ट ▁जन त ▁ह
audio_0_65	▁अ ब ▁य ▁इकवशन ▁इस ▁रप ▁म ▁लख ▁ग ए ▁ह ▁य द ▁आप ▁प ह ल ▁पकत ▁क ▁नट ▁कर त ▁ह ▁त ▁आप ▁दख त ▁ह ▁क ▁इस म ▁ r ▁2 ▁और ▁ r ▁ 3 ▁श मल ▁ह
audio_0_85	▁त ▁य ह ▁अत ▁म ▁स रश ▁ह ▁जस ▁क ▁आप ▁दख ▁सक त ▁ह ▁क ▁मन ▁त सर ▁पकत ▁क ▁क वल ▁य ह ▁दख न ▁क ▁ल ए ▁सम प त ▁कर ▁द य ▁ह ▁क ▁क वल ▁द ▁इकवशन ▁ह ▁ज ▁स गल ▁प व इट ▁क ▁उप यग ▁कर क ▁बन त ▁ह
audio_0_12	▁इस ल ए ▁हम न ▁प छ ल ▁वय खय न ▁म ▁ चर च ▁क ▁ह ▁क ▁आप क ▁य ह ▁भ ▁ ध य न ▁द न ▁चहए ▁क ▁नट शन ▁क ▁व भ नन ▁तरक ▁ह ▁जन क ▁द वर ▁हम ▁इस ▁परजक शन ▁म टर कस ▁क ▁ रफ र ▁करग ▁क ▁परजक शन ▁म टर कस ▁एक ▁म टर कस ▁ह
audio_0_35	▁त ▁आप ▁य ह ▁ ध य न ▁द ▁क ▁इ मज ▁क ऑ र डनट ▁म ▁एक ▁पइट ▁बह त ▁समन य ▁रप ▁म ▁द य ▁ग य ▁ह ▁क यक ▁य ह ▁एक ▁व क टर ▁क लम ▁क ▁ डनट ▁कर ▁ र ह ▁ह
audio_0_28	▁इस ल ए ▁हम ▁दख ग ▁क ▁अग ल ▁सलइड स ▁म ▁उन ▁इकवशन स ▁क ▁क स ▁लख ▁ज ▁सक त ▁ह
audio_0_51	▁त ▁य ह ▁क लम ▁व क टर ▁ह ▁जस ▁हम ▁इस ▁ऑपरश न ▁स ▁पर प त ▁करग
audio_0_95	▁त ▁य ह ▁म टर कस ▁रप ▁म ▁ल न य र ▁इकवशन ▁क ▁इस ▁म टर कस ▁रपरजट शन ▁क ▁इटर प रट शन ▁ह
audio_0_41	▁इस ल ए ▁उन ▁इकवट ड ▁ ए ड ज सटम ट ▁क ▁स दर भ ▁म ▁व ▁इकवट ड ▁ह ▁ज ▁क ऑ र डनट ▁उन क ▁इकववल स ▁सथ प त ▁ह
audio_0_26	▁त ▁बह र ▁क ▁बह र ▁परमटर स ▁क ▁स खय ▁ज ▁ 6 ▁ह ▁जस ▁पर ▁हम न ▁ चर च ▁क ▁ह ▁ 3 ▁ रट शन ▁परमटर स ▁ज ▁ रट शन ▁म टर कस ▁बन न ▁म ▁श मल ▁ह ▁इस क ▁म त लब ▁ह ▁एक स स ▁क ▁ 3 ▁ रट शन ▁और ▁ ओ र ज न ▁क ▁टरस ल शन ▁क ▁ल ए ▁ 3 ▁परमटर स ▁और ▁इटर स क ▁परमटर स ▁क ▁स खय ▁ज ▁ 5 ▁ह ▁जस ▁क ▁हम न ▁प ह ल ▁ह ▁क लब र शन ▁म टर कस ▁म ▁दख ▁ह ▁य ह ▁एक ▁ ऊ पर ▁तरक ण य ▁म टर कस ▁ह ▁और ▁ 5 ▁इड पड ट ▁परमटर स ▁ह
audio_0_0	▁हम ▁क मर ▁ज य मर टर ▁पर ▁अ प न ▁ चर च ▁ज र ▁रख ग
audio_0_98	▁त ▁स ट ड र ड ▁ ट कन क ▁य ह ▁ह ▁क ▁हम ▁द ए ▁ग ए ▁इस ▁ ऑ ब जकट व ▁फक शन ▁क ▁कम ▁स ▁कम ▁कर न ▁क ▁आ वश यक त ▁ह ▁ज ▁य ह ▁a p ▁क ▁a ▁मन क ▁ह ▁a ▁एक ▁म टर कस ▁ह ▁व ह ▁म टर कस ▁ह ▁ज ▁क रसप डग ▁ब द ▁स ▁पर प त ▁ह त ▁ह ▁और ▁ p ▁आप क ▁स ल य शन ▁ह ▁इस क ▁म त लब ▁ह ▁पर ज ट शन ▁म टर कस ▁क ▁ज ▁एलमट स ▁इस ▁क ▁रप ▁म ▁दरश ए ▁ज त ▁ह ▁इस क ▁म त लब ▁ह ▁स भ ▁पकत ▁व क टर ▁एक ▁एक ▁कर क ▁इस क ▁प ह ल ▁पकत ▁स ▁त सर ▁पकत ▁त क ▁श र ▁ह त ▁ह ▁और ▁य ह ▁1 2 ▁ड मशन ल ▁व क टर ▁द त ▁ह
audio_0_36	▁आप ▁य ह ▁ ध य न ▁द ▁क ▁हम न ▁य ह ▁सकल ▁फक टर ▁क ▁उप यग ▁कय ▁ह
audio_0_61	▁त ▁म झ ▁अन य ▁नट शन ▁क ▁उप यग ▁कर न ▁हग ▁य ह ▁आप क ▁सपस ▁ न ह ▁द ▁ र ह ▁ह ▁आप ▁फर ▁स ▁श र ▁कर ▁सक त ▁ह
audio_0_11	▁त ▁इस म ▁श मल ▁ह ▁ज ह ▁एक ▁फक ल ▁ लब ई ▁ह ▁और ▁ह र ज ट ल ▁डयरकश न ▁क ▁सथ ▁प कस ल ▁क ▁स खय ▁ह ▁और ▁ज ह ▁म र ▁व रट क ल ▁डयरकश न ▁क ▁सथ ▁प कस ल ▁क ▁एक ▁स खय ▁ह ▁और ▁फक ल ▁ लब ई ▁ह
audio_0_27	▁और ▁ज ब ▁हम ▁इस ▁स ब ध ▁क ▁वय कत ▁कर त ▁ह ▁ज ब ▁हम ▁इड व ज अ ल ▁क ऑ र डनट ▁क ▁स दर भ ▁म ▁इस ▁ रश त ▁क ▁वसत र ▁कर त ▁ह ▁त ▁हम ▁वसत व ▁म ▁द ▁इड पड ट ▁इकवशन स ▁पर प त ▁करग
audio_0_4	▁त ▁हम ▁क ह ▁सक त ▁ह ▁क ▁एक ▁ 3 ▁ड मशन ल ▁प व इट ▁ x ▁ह ▁और ▁अग र ▁म ▁परजक शन ▁म टर कस ▁क ▁सथ ▁म लट पल ई ▁कर त ▁ह ▁त ▁हम ▁एक ▁2 ▁ड मशन ल ▁इ मज ▁प व इट ▁मलग ▁और ▁ह मज न स ▁क ऑ र डनट ▁स सटम ▁एक ▁ 3 ▁व क टर ▁ह ▁और ▁एक ▁ 4 ▁व क टर ▁ह ▁और ▁हम ▁इस ▁दख ▁सक त ▁ह ▁एक ▁परजक शन ▁म टर कस ▁क ▁व भ नन ▁कपनट ▁ह त ▁ह ▁इस म ▁क लब र शन ▁म टर कस ▁ह त ▁ह ▁और ▁फर ▁इस ▁परजक शन ▁म टर कस ▁क ▁रपरजट शन ▁क ▁व भ नन ▁रप ▁ह त ▁ह
audio_0_32	▁त ▁म झ ▁कम ▁स ▁कम ▁ 6 ▁ऐस ▁क रसप डग ▁प व इट ▁क ▁आ वश यक त ▁ह ▁म झ ▁इकवशन स ▁क ▁ज नन ▁क ▁ल ए ▁कम ▁स ▁कम ▁ 6 ▁ऐस ▁क रसप डग ▁प व इट ▁क ▁आ वश यक त ▁ह ▁और ▁व ह ▁स ▁म ▁परजक शन ▁म टर कस ▁क ▁अ नमन ▁लग ▁सक त ▁ह
audio_0_62	▁त ▁ w ▁1 ▁ r ▁2 ▁टरस प ज ▁ x ▁ i ▁और ▁फर ▁ y ▁ i ▁ r ▁ 3 ▁टरस प ज ▁ x ▁ i ▁त ▁य ह ▁प ह ल ▁कपनट ▁और ▁अन य ▁कपनट स ▁ह ▁और ▁फर ▁य ह ▁ 0 ▁ 0 ▁ 0 ▁क ▁बर बर ▁ह
audio_0_70	▁इस ल ए ▁अ ब ▁म र ▁रपरजट शन ▁क ▁ब द ▁स ▁म ▁एक ▁क लम ▁व क टर ▁क ▁रप ▁म ▁पकत य ▁क ▁रपरजट ▁कर ▁ र ह ▁ह ▁म ▁उन ▁स भ ▁क ▁एक ▁टरस प ज ▁ऑपरश न ▁क ▁रप ▁म ▁वय कत ▁करग
audio_0_64	▁इस ल ए ▁य ▁अ ज ञ त ▁क व ट ट ▁ह ▁क यक ▁अ नमन ▁लग य ▁ज ▁ र ह ▁ह
audio_0_44	▁इस ल ए ▁अग र ▁म ▁इन ▁द ▁व क टर ▁क ▁करस ▁पर ड कट ▁ल त ▁ह ▁और ▁फर ▁इकवशन ▁बन त ▁ह ▁क यक ▁हम ▁जन त ▁ह ▁क ▁2 ▁पर ल ल ▁व क टर ▁क ▁करस ▁पर ड कट ▁ 0 ▁व क टर ▁ह
audio_0_40	▁इस ल ए ▁हम ▁ब स ▁सकल औ र ▁क ▁इकवट ▁ न ह ▁कर ▁सक त ▁ह
audio_0_23	▁इस ल ए ▁हम ▁य ह ▁सक ष प ▁म ▁बत ए ग
audio_0_81	▁त ▁जस क ▁अ र थ ▁ह ▁क ▁क वल ▁द ▁इड पड ट ▁इकवशन स ▁ह ▁अन य ▁इकवशन ▁पर प त ▁क ए ▁ज ▁सक त ▁ह
audio_0_39	▁त ▁य ह ▁पर ब लम ▁य ह ▁ह ▁क ▁अग र ▁म ▁स पल ▁इकवशन स ▁लग ▁कर त ▁ह ▁त ▁उ स ▁इकवशन स ▁क ▁कर ण ▁ज ▁इकवशन स ▁ t ▁लख न ▁मश क ल ▁हग
audio_0_14	▁त ▁य ह ▁रपरजट शन ▁ m ▁ह ▁और ▁य ह ▁प थ क कर ण ▁क वल ▁दख त ▁ह ▁क ▁य ह ▁एक ▁उप ▁म टर कस ▁ह ▁और ▁य ह ▁ह
audio_0_47	▁त ▁आइ ए ▁इस ▁रप ▁म ▁परजक शन ▁म टर कस ▁क ▁एक ▁रपरजट शन ▁पर ▁व चर ▁कर ▁जस क ▁अ र थ ▁ह ▁क ▁म ▁व चर ▁करग ▁अ ब ▁म ▁क लम ▁व क टर ▁रपरजट शन ▁क ▁ब ज य ▁पकत ▁व क टर ▁पर ▁व चर ▁करग ▁और ▁क यक ▁ 3 ▁पकत य ▁ह
audio_0_94	▁त ▁य ह ▁एक ▁ 0 ▁क लम ▁व क टर ▁ह
audio_0_43	▁इस ल ए ▁अग र ▁म ▁व चर ▁कर त ▁ह ▁क ▁व ▁उ स ▁म मल ▁म ▁इकववल ट ▁ह ▁त ▁इटर प रट शन ▁य ह ▁ह ▁क ▁व ▁व क टर ▁ज ▁पर ल ल ▁व क टर ▁ह ▁उन क ▁डयरकश स ▁समन ▁ह न ▁चहए
audio_0_3	▁परजक शन ▁म टर कस ▁क ▁रपरजट शन ▁क ▁व भ नन ▁पर कर ▁ह
audio_0_53	▁त ▁पर त यक ▁पकत ▁एक ▁ 4 ▁डईमशन ▁व क टर ▁ह ▁और ▁ज ▁डईमशन ▁ह
audio_0_1	▁प छ ल ▁वय खय न ▁म ▁हम न ▁एक ▁समन य ▁परजकट व ▁क मर ▁क ▁रप ▁पर ▁ चर च ▁क
audio_0_49	▁मन ▁क वल ▁य ह ▁दरश न ▁क ▁ल ए ▁टरस प ज ▁ऑपरश न ▁क ▁उप यग ▁कय ▁ह ▁क ▁म र ▁एक च ल ▁पर ज ट शन ▁म ▁य ▁स भ ▁क लम ▁व क टर ▁ह ▁ल कन ▁च क ▁य ▁पकत य ▁ह ▁म झ ▁उन ▁क लम ▁व क टर ▁म ▁टरस प ज ▁लग ▁कर न ▁हग
audio_0_80	▁त ▁जस क ▁अ र थ ▁ह ▁क ▁इन ▁इकवशन स ▁क ▁इन ▁द ▁इकवशन स ▁स ▁ल य ▁ज ▁सक त ▁ह
audio_0_34	▁त ▁य ह ▁ह ▁क ▁इन ▁इकवशन स ▁क ▁क स ▁लख ▁ज त ▁ह ▁जस ▁क ▁मन ▁प छ ल ▁सलइड ▁म ▁मश ▁कय ▁ थ
audio_0_7	▁और ▁फर ▁ ओ र ज न ▁क ▁टरस ल शन ▁ज ▁इस ▁परमटर ▁द वर ▁भ ▁दरश य ▁ग य ▁ह ▁और ▁वसत व ▁म ▁य ह ▁क मर ▁सटर ▁क ▁सटर ▁ह ▁य ह ▁भ ▁य ह ▁दख य ▁ग य ▁ह
audio_0_91	▁त ▁हम ▁a ▁म टर कस ▁क ▁रप ▁म ▁क रसप डग ▁म टर कस ▁क ▁रपरजट ▁करग ▁य द ▁म ▁इन ▁स भ ▁पकत य ▁क ▁ ढ र ▁कर ▁द त ▁ह ▁त ▁हम ▁इस ▁म टर कस ▁क ▁a ▁क ह त ▁ह ▁ज ▁क ▁डईमशन ▁क ▁ह ▁और ▁पर त यक ▁पकत ▁क ▁इस ▁स ▁म लट पल ई ▁कय ▁ज त ▁ह
audio_0_83	▁त ▁इस ▁त र ह ▁स ▁आप क ▁ छ ह ▁ऐस ▁क रसप डग ▁पइट ▁क ▁आ वश यक त ▁ह त ▁ह ▁और ▁आप ▁बर ह ▁इकवशन स ▁क ▁इड पड ट ▁इकवशन स ▁बन ▁सक त ▁ह ▁और ▁इस क ▁उप यग ▁परजक शन ▁म टर कस ▁क ▁इस ▁परमटर ▁क ▁ऐस ट म ट ▁लग न ▁क ▁ल ए ▁कर ▁सक त ▁ह
audio_0_52	▁त ▁आप ▁ ध य न ▁द ▁क ▁ह र ▁एक ▁क ▁डईमशन ▁कय ▁ह ▁हम र ▁डईमशन ▁ह ▁क यक ▁य ह ▁एक ▁पकत ▁व क टर ▁ह
audio_0_89	▁त ▁आप ▁य ह ▁उ म म द ▁कर त ▁ह ▁क ▁य ह ▁म टर कस ▁क ▁डईमशन ▁ह न ▁चहए
audio_0_8	▁त ▁य ▁व भ नन ▁पर कर ▁क ▁जन कर ▁ह ▁ज ▁इस ▁ वश ष ▁म टर कस ▁रपरजट शन ▁म ▁ ए म ब ड ड ▁ह
audio_0_13	▁त ▁उन म ▁स ▁ m ▁प ह ल ▁उप ▁म टर कस ▁ज ▁उप ▁म टर कस ▁क ▁सथ ▁उप ▁म टर कस ▁क ▁ m ▁स ▁ डनट ▁कय ▁ग य ▁ह ▁और ▁च थ ▁व क टर ▁इस क ▁म त लब ▁ह ▁क ▁य ह ▁एक ▁स त भ ▁व क टर ▁ह ▁जस ▁भ द वर ▁ डनट ड ▁कय ▁ज त ▁ह
audio_0_59	▁इस ल ए ▁त ▁ y ▁ i ▁ r ▁1 ▁टरस प ज ▁ x ▁ i ▁म इन स ▁ x ▁ i ▁ r ▁2 ▁टरस प ज ▁क प ट ल ▁ x ▁ i ▁ k ▁पर प त ▁हग
audio_0_88	▁त ▁इस ▁म मल ▁म ▁य ह ▁क ल ▁डईमशन ▁क लम ▁क ▁स खय ▁1 2 ▁क ▁बर बर ▁ह ▁और ▁य ह ▁2 ▁पकत य ▁ थ ▁ ए न ▁क रसप डग ▁पइट ▁क ▁ल ए
audio_0_17	▁इस ल ए ▁य ▁अ ल ग ▁अ ल ग ▁तरक ▁ह ▁जन स ▁इस ▁परजक शन ▁म टर स स ▁क ▁रपरजट शन ▁कय ▁ज ▁सक त ▁ह ▁और ▁इस ▁उन ▁स भ ▁रप ▁म ▁सम झ ▁ज ▁सक त ▁ह
audio_0_54	▁त ▁आप क ▁एक ▁सकल र ▁मन ▁द ग ▁आप क ▁एक ▁सकल र ▁मन ▁द ग ▁और ▁आप क ▁एक ▁सकल र ▁मन ▁द ग
audio_0_50	▁त ▁अ ब ▁य द ▁म ▁पर दर शन ▁कर त ▁ह ▁त ▁ऑपरश न ▁म झ ▁व ह ▁क रसप डग ▁ऑपरश न ▁द ग ▁ज त ब ▁और ▁फर ▁द ग
audio_0_58	▁त ▁ x ▁ i ▁इन ▁ ट ▁ r ▁ 3 ▁टरस प ज ▁ x ▁ x ▁ i ▁म इन स ▁ w ▁ i ▁इन ▁ ट ▁ r ▁1 ▁टरस प ज ▁ x ▁ i ▁ज ▁क ▁ j ▁ पल स ▁ह ▁इस ▁भ ग ▁क ▁पर ▁कर न ▁स
audio_0_48	▁इस ल ए ▁हम न ▁दख ▁ह ▁क ▁प ह ल ▁पकत ▁क ▁रपरजट ▁द वर ▁कय ▁ज त ▁ह ▁द सर ▁पकत ▁क ▁रपरजट ▁द वर ▁कय ▁ज त ▁ह ▁और ▁त सर ▁पकत ▁क ▁रपरजट द वर ▁कय ▁ज त ▁ह
audio_0_21	▁क मर ▁स टरक ▁क ऑ र डनट ▁स सटम ▁क ▁द र ▁क ▁ल ए
audio_0_99	▁इस ल ए ▁हम ▁इस ▁मन क ▁क ▁कम ▁कर न ▁हग ▁और ▁आप ▁जन त ▁ह ▁क ▁य ह ▁सम ध न ▁परजकट व ▁सपस ▁पर ▁ह ▁और ▁अग र ▁म ▁एक ▁सकल ड ▁व क टर ▁ल त ▁ह ▁त ▁व ह ▁भ ▁स ल य शन ▁ह
audio_0_87	▁त ▁म झ ▁ n ▁पइट ▁क ▁क रसप डग ▁2 n ▁ऐस ▁पकत य ▁मलग ▁और ▁डईमशन ▁कय ▁ह ▁अग र ▁आप ▁ ध य न ▁द ▁और ▁पर त यक ▁डईमशन ▁क ▁दख ▁त ▁य ह ▁एक ▁ह ▁इस ल ए ▁पर त यक ▁एक ▁उप ▁म टर कस ▁ह ▁क यक ▁त त व ▁क ▁स खय ▁य ह ▁ह ▁क यक ▁य ह ▁एक ▁परजक शन ▁म टर कस ▁ह ▁एलमट ▁क ▁स खय ▁ ठ क ▁ह
