id	tgt_text
audio_0_76	▁so ▁n ow ▁y ou ▁see ▁th at ▁the re ▁a re ▁a ct u all y ▁th re e ▁equations ▁wh at ▁y ou ▁ge t ▁b ut ▁out ▁o f ▁the m ▁the re ▁a re ▁t wo ▁equations ▁wh i ch ▁a re ▁independent
audio_0_74	▁si m i lar l y ▁the ▁s ec ond ▁equation ▁a nd ▁thi rd ▁equation ▁can ▁be ▁formed
audio_0_29	▁so ▁si nce ▁the re ▁a re ▁t wo ▁independent ▁equations ▁th at ▁me ans ▁i f ▁i ▁give ▁y ou ▁c er ta in ▁point ▁correspondences ▁su pp ose ▁the ▁pro b le m ▁h ere ▁i s ▁th at ▁i ▁give ▁y ou ▁the ▁sc en e ▁point s ▁s a y ▁x 1 ▁a nd ▁al so ▁its ▁correspond ing ▁no ▁ ima ge ▁point ▁s m all ▁x 1 ▁i f ▁it ▁i s ▁give n ▁to ▁y ou ▁the n ▁i ▁can ▁a pp l y ▁the se ▁equations ▁i ▁wi ll ▁ge t ▁t wo ▁equations ▁b ut ▁h ow ▁ma n y ▁unknown s ▁a re ▁the re ▁a s ▁i ▁me n tion ed ▁in ▁the ▁projecti on ▁matrix ▁the re ▁a re ▁11 ▁unknown s ▁so ▁i ▁sho u ld ▁ge t ▁ at ▁l ea st ▁11 ▁equations ▁to ▁so l ve ▁for ▁a ll ▁the ▁unknown s ▁b ut ▁si nce ▁ one ▁point ▁correspondence ▁give s ▁me ▁t wo ▁equations ▁so ▁i ▁r equi re ▁ at ▁l ea st ▁s ix ▁su ch ▁point ▁correspondences ▁i ▁r equi re ▁ at ▁l ea st ▁s ix ▁su ch ▁point ▁correspondences ▁to ▁form ▁no ▁equations ▁a nd ▁f ro m ▁the re ▁i ▁can ▁est ima te ▁the ▁projecti on ▁matrix
audio_0_65	▁so ▁y ou ▁see ▁th at ▁th is ▁i s ▁equat ed ▁wi th ▁th is ▁equation ▁a nd ▁wh i ch ▁a re ▁unknown ▁h ere ▁h ere ▁unknown ▁i s ▁r 2 ▁a nd ▁r 3
audio_0_85	▁fi n all y ▁a s ▁y ou ▁can ▁see ▁i ▁ha ve ▁ e li m in at ed ▁the ▁thi rd ▁r ow ▁ just ▁to ▁sho w ▁th at ▁the re ▁a re ▁on l y ▁t wo ▁equations ▁wh i ch ▁a re ▁formed ▁b y ▁u sing ▁a ▁ sing le ▁point ▁correspondence
audio_0_12	▁so ▁a s ▁we ▁ha ve ▁discuss ed ▁th at ▁projecti on ▁matrix ▁can ▁be ▁represent ed ▁in ▁ d i f f er ent ▁w a y s
audio_0_35	▁so ▁y ou ▁not e ▁h ere ▁th at ▁a ▁point ▁in ▁the ▁ ima ge ▁coordinate ▁i s ▁give n ▁in ▁a ▁ ve ry ▁ge n er al ▁form ▁a s ▁x ▁y ▁i ▁w ▁i ▁trans pose ▁b ec a u se ▁it ▁i s ▁de n o t ing ▁a ▁c olu m n ▁vector
audio_0_28	▁so ▁we ▁wi ll ▁see ▁h ow ▁th ose ▁equations ▁can ▁be ▁w ri t t en ▁in ▁the ▁n e x t ▁s li d e s
audio_0_51	▁so ▁th is ▁i s ▁a ▁c olu m n ▁vector ▁th at ▁we ▁wi ll ▁ge t ▁f ro m ▁th is ▁o per ation
audio_0_95	▁so ▁th is ▁i s ▁the ▁inter pre t ation ▁o f ▁th is ▁matrix ▁represent ation ▁o f ▁the ▁l in ea r ▁equations ▁in ▁the ▁matrix ▁form
audio_0_41	▁so ▁th ose ▁a re ▁equat ed ▁in ▁ ter m s ▁o f ▁the ▁a f ter ▁the ▁sc ale ▁ad just m ent ▁th ose ▁coordinate s ▁a re ▁the i r ▁ equi v ale nce ▁i s ▁est a b l is h ed
audio_0_26	▁so ▁out ▁o f ▁wh i ch ▁n um b er ▁o f ▁ e x tri n s ic ▁par ame ter s ▁th at ▁i s ▁ 6 ▁th at ▁we ▁ha ve ▁discuss ed ▁3 ▁rotation ▁3 ▁par ame ter s ▁th at ▁involve ▁th ose ▁a re ▁involve d ▁in ▁form ing ▁rotation ▁matrix ▁th at ▁me ans ▁th re e ▁rotation s ▁o f ▁a c c e s s ▁a nd ▁th re e ▁par ame ter s ▁for ▁trans l ation ▁o f ▁o ri g in ▁a nd ▁n um b er ▁o f ▁in tri n s ic ▁par ame ter s ▁th at ▁i s ▁fi ve ▁a s ▁we ▁ha ve ▁al re a d y ▁see n ▁the ▁the ▁ca li b ration ▁matrix ▁its ▁an ▁ upp er ▁ tri a ng u lar ▁matrix ▁a nd ▁the re ▁a re ▁fi ve ▁independent ▁par ame ter s ▁a nd ▁wh en ▁we ▁we ▁exp re s s ▁th is ▁relationship ▁wh en ▁we ▁exp a nd ▁the se ▁relationship s ▁in ▁ ter m s ▁o f ▁coordinate s ▁i nd i v i d u al ▁coordinate s ▁we ▁wi ll ▁ge t ▁a ct u all y ▁t wo ▁independent ▁equations
audio_0_0	▁we ▁wi ll ▁c on t inu e ▁ ou r ▁discuss i on ▁on ▁c ame ra ▁ge o m e t ry
audio_0_98	▁so ▁the ▁s ta nd a rd ▁t e ch n i q u e ▁i s ▁th at ▁we ▁n e ed ▁to ▁m in i m i z e ▁th is ▁o b j ec t ive ▁f u n c tion ▁give n ▁the ▁it ▁i s ▁a ▁no r m ▁o f ▁a ▁p ▁a ▁i s ▁th is ▁correspond ing ▁matrix ▁a ▁i s ▁the ▁s ame ▁matrix ▁wh i ch ▁i s ▁ der ive d ▁f ro m ▁the ▁point ▁correspondences ▁a nd ▁p ▁i s ▁y ou r ▁s olu tion ▁th at ▁me ans ▁the ▁element s ▁o f ▁the ▁projecti on ▁matrix ▁wh i ch ▁i s ▁represent ed ▁in ▁the ▁form ▁o f ▁th is ▁th at ▁me ans ▁a ll ▁r ow ▁vector s ▁a re ▁c on c at en at ed ▁ one ▁b y ▁ one ▁f ro m ▁the ▁s ta r t ing ▁f ro m ▁its ▁fi rst ▁r ow ▁to ▁thi rd ▁r ow ▁a nd ▁th at ▁give s ▁a ▁1 2 ▁dimension al ▁vector ▁so ▁we ▁ha ve ▁to ▁m in i m i z e ▁th is ▁no r m ▁a nd ▁si nce ▁no ▁th is ▁s olu tion ▁i s ▁in ▁the ▁projecti ve ▁space ▁a nd ▁i f ▁i ▁t a k e ▁a ▁sc al ed ▁vector ▁al so ▁it ▁i s ▁al so ▁the ▁s olu tion
audio_0_36	▁y ou ▁not e ▁h ere ▁th at ▁n ow ▁we ▁ha ve ▁u s ed ▁the ▁sc ale ▁f a ct o r ▁w ▁i ▁h ere ▁so ▁wh i ch ▁me ans ▁th at ▁th is ▁x y ▁i s ▁not ▁ e x a ct l y ▁the ▁o b s er ve d ▁ ima ge ▁coordinate ▁b ec a u se ▁the re ▁the ▁sc ale ▁f a ct o r ▁ha s ▁to ▁be ▁ one
audio_0_61	▁so ▁ le t ▁me ▁c on t inu e ▁th is ▁o per ation ▁f u r ther
audio_0_11	▁al p h a ▁x ▁i s ▁ e q u al ▁to ▁f ▁in t o ▁m x ▁wh ere ▁f ▁i s ▁the ▁f o c al ▁ le ng th ▁a nd ▁m x ▁i s ▁the ▁n um b er ▁o f ▁p ix e l s ▁al on g ▁h o ri z on t al ▁direction ▁a nd ▁al p h a ▁y ▁ e q u al ▁to ▁f ▁in t o ▁m ▁y ▁wh ere ▁m ▁y ▁i s ▁the ▁n um b er ▁o f ▁p ix e l s ▁al on g ▁ ve r t ic al ▁direction s ▁a nd ▁f ▁i s ▁f o c al ▁ le ng th ▁so ▁so ▁th is ▁i s ▁wh at ▁we ▁discuss ed ▁in ▁the ▁ pre v i ou s ▁l ec t u re ▁al so ▁y ou ▁sho u ld ▁not e ▁the re ▁a re ▁ d i f f er ent ▁w a y s ▁o f ▁not ation s ▁b y ▁wh i ch ▁we ▁wi ll ▁ re f er ▁th is ▁projecti on ▁matrix
audio_0_27	▁so ▁n ow ▁y ou ▁see ▁th at ▁the re ▁a re ▁a ct u all y ▁th re e ▁equations ▁wh at ▁y ou ▁ge t ▁b ut ▁out ▁o f ▁the m ▁the re ▁a re ▁t wo ▁equations ▁wh i ch ▁a re ▁independent
audio_0_4	▁so ▁we ▁can ▁s a y ▁th at ▁the re ▁i s ▁a ▁th re e ▁dimension al ▁point ▁x ▁a nd ▁i f ▁i ▁multipl y ▁wi th ▁the ▁projecti on ▁matrix ▁the n ▁we ▁wi ll ▁ge t ▁a ▁t wo ▁dimension al ▁ ima ge ▁point ▁a nd ▁in ▁the ▁h o m o ge n e ou s ▁coordinate ▁s y st em ▁th is ▁i s ▁a ▁th re e ▁vector ▁a nd ▁th is ▁ one ▁i s ▁a ▁f ou r ▁vector
audio_0_32	▁so ▁in ▁th is ▁w a y ▁y ou ▁r equi re ▁s ix ▁su ch ▁point ▁correspondences ▁a nd ▁y ou ▁can ▁form ▁1 2 ▁equations ▁independent ▁equations ▁a nd ▁u se ▁it ▁to ▁ der ive ▁the ▁est ima te ▁the se ▁par ame ter s ▁o f ▁the ▁projecti on ▁matrix
audio_0_62	▁so ▁it ▁wi ll ▁be ▁w 1 ▁x i ▁trans pose ▁r 2 ▁m inu s ▁y ▁i ▁x i ▁trans pose ▁r 3
audio_0_70	▁so ▁th is ▁i s ▁a ▁c olu m n ▁vector ▁th at ▁we ▁wi ll ▁ge t ▁f ro m ▁th is ▁o per ation
audio_0_64	▁so ▁the se ▁a re ▁the ▁unknown ▁ q u a n t i t y ▁b ec a u se ▁th ose ▁a re ▁ g o ing ▁to ▁be ▁est ima t ed
audio_0_44	▁so ▁i f ▁i ▁t a k e ▁the ▁c ro s s ▁pro d u ct ▁o f ▁the se ▁t wo ▁vector s ▁a nd ▁the n ▁form ▁the ▁equation ▁b ec a u se ▁we ▁ k n ow ▁the ▁c ro s s ▁pro d u ct ▁o f ▁t wo ▁par all e l ▁vector ▁i s ▁a ▁ z e ro ▁vector
audio_0_40	▁so ▁we ▁can n o t ▁si m p l y ▁equat e ▁the ▁sc ale s ▁o f ▁th is ▁a nd ▁th is
audio_0_23	▁so ▁th is ▁i s ▁the ▁su m m a ry
audio_0_81	▁so ▁n ow ▁y ou ▁see ▁th at ▁the re ▁a re ▁a ct u all y ▁th re e ▁equations ▁wh at ▁y ou ▁ge t ▁b ut ▁out ▁o f ▁the m ▁the re ▁a re ▁t wo ▁equations ▁wh i ch ▁a re ▁independent
audio_0_39	▁so ▁the ▁pro b le m ▁h ere ▁i s ▁th at ▁i f ▁i ▁a pp l y ▁si m p le ▁equation ▁the n ▁b ec a u se ▁o f ▁the ▁sc ale ▁f a ct o r ▁th at ▁ e q u al i t y ▁wi ll ▁not ▁th at ▁equation ▁wi ll ▁be ▁ d i f f ic u l t ▁to ▁w ri te
audio_0_14	▁so ▁ one ▁o f ▁the ▁represent ation ▁i s ▁th at ▁it ▁c ou ld ▁be ▁t wo ▁su b ▁matrices
audio_0_47	▁so ▁we ▁wi ll ▁ per f o r m ▁th is ▁c ro s s ▁pro d u ct ▁a nd ▁i f ▁we ▁ per f o r m ▁th is ▁c ro s s ▁pro d u ct ▁the n ▁we ▁can ▁w ri te ▁th is ▁no ▁we ▁can ▁ der ive ▁th is ▁equations ▁so ▁ le t ▁me ▁fi nd ▁out ▁ le t ▁me ▁see ▁th at ▁h ow ▁th is ▁represent ation ▁i s ▁p o s s i b le ▁so ▁ le t ▁u s ▁c on s i der ▁a ▁represent ation ▁o f ▁the ▁projecti on ▁matrix ▁in ▁th is ▁form ▁wh i ch ▁me ans ▁i ▁wi ll ▁be ▁c on s i der ing ▁in ▁n ow ▁i ▁wi ll ▁be ▁c on s i der ing ▁the ▁r ow ▁vector s ▁in st ea d ▁o f ▁c olu m n ▁vector ▁represent ation s ▁a nd ▁b ec a u se ▁the re ▁a re ▁th re e ▁r ow s ▁so ▁we ▁ha ve ▁h ere ▁see ▁fi rst ▁r ow ▁i s ▁represent ed ▁b y ▁r 1 ▁s ec ond ▁r ow ▁i s ▁represent ed ▁b y ▁r 2 ▁a nd ▁thi rd ▁r ow ▁i s ▁represent ed ▁b y ▁r 3 ▁i ▁ha ve ▁a pp li ed ▁i ▁ha ve ▁u s ed ▁the ▁trans pose ▁o per ation s ▁ just ▁to ▁de n o te ▁th at ▁in ▁m y ▁a ct u al ▁represent ation ▁the se ▁a re ▁a ll ▁c olu m n ▁vector s ▁b ut ▁si nce ▁the y ▁a re ▁r ow s ▁so ▁i ▁ha ve ▁to ▁a pp l y ▁trans pose ▁to ▁th ose ▁c olu m n ▁vector s
audio_0_94	▁so ▁th is ▁i s ▁a ▁c olu m n ▁vector ▁th at ▁we ▁wi ll ▁ge t ▁f ro m ▁th is ▁o per ation
audio_0_43	▁so ▁in st ea d ▁o f ▁th at ▁we ▁can ▁c on s i der ▁the m ▁a s ▁vector s ▁a nd ▁the se ▁vector s ▁so ▁the i r ▁direction s ▁a re ▁to ▁be ▁s ame ▁b ec a u se ▁y ou ▁ k n ow ▁th at ▁the ▁pro p o r tion at e ▁sc al ing ▁ d o e s ▁not ▁ ch a n ge ▁the ▁direction ▁o f ▁a ▁vector ▁so ▁i f ▁i ▁c on s i der ▁si nce ▁the y re ▁ equi v al ent ▁the y re ▁ e q u al ▁so ▁i f ▁i ▁i f ▁so ▁in ▁th at ▁ca se ▁the ▁inter pre t ation ▁i s ▁th at ▁th ose ▁vector s ▁the y ▁a re ▁par all e l ▁vector s ▁the y ▁sho u ld ▁ha ve ▁s ame ▁direction s
audio_0_3	▁so ▁a s ▁we ▁ha ve ▁discuss ed ▁th at ▁projecti on ▁matrix ▁can ▁be ▁represent ed ▁in ▁ d i f f er ent ▁w a y s
audio_0_53	▁so ▁th is ▁i s ▁a ▁c olu m n ▁vector ▁th at ▁we ▁wi ll ▁ge t ▁f ro m ▁th is ▁o per ation
audio_0_1	▁in ▁the ▁ pre v i ou s ▁l ec t u re ▁we ▁discuss ed ▁the ▁form ▁o f ▁a ▁ge n er al ▁pro j ec t ▁o f ▁c ame ra
audio_0_49	▁so ▁we ▁wi ll ▁ per f o r m ▁th is ▁c ro s s ▁pro d u ct ▁a nd ▁i f ▁we ▁ per f o r m ▁th is ▁c ro s s ▁pro d u ct ▁the n ▁we ▁can ▁w ri te ▁th is ▁no ▁we ▁can ▁ der ive ▁th is ▁equations ▁so ▁ le t ▁me ▁fi nd ▁out ▁ le t ▁me ▁see ▁th at ▁h ow ▁th is ▁represent ation ▁i s ▁p o s s i b le ▁so ▁ le t ▁u s ▁c on s i der ▁a ▁represent ation ▁o f ▁the ▁projecti on ▁matrix ▁in ▁th is ▁form ▁wh i ch ▁me ans ▁i ▁wi ll ▁be ▁c on s i der ing ▁in ▁n ow ▁i ▁wi ll ▁be ▁c on s i der ing ▁the ▁r ow ▁vector s ▁in st ea d ▁o f ▁c olu m n ▁vector ▁represent ation s ▁a nd ▁b ec a u se ▁the re ▁a re ▁th re e ▁r ow s ▁so ▁we ▁ha ve ▁h ere ▁see ▁fi rst ▁r ow ▁i s ▁represent ed ▁b y ▁r 1 ▁s ec ond ▁r ow ▁i s ▁represent ed ▁b y ▁r 2 ▁a nd ▁thi rd ▁r ow ▁i s ▁represent ed ▁b y ▁r 3 ▁i ▁ha ve ▁a pp li ed ▁i ▁ha ve ▁u s ed ▁the ▁trans pose ▁o per ation s ▁ just ▁to ▁de n o te ▁th at ▁in ▁m y ▁a ct u al ▁represent ation ▁the se ▁a re ▁a ll ▁c olu m n ▁vector s ▁b ut ▁si nce ▁the y ▁a re ▁r ow s ▁so ▁i ▁ha ve ▁to ▁a pp l y ▁trans pose ▁to ▁th ose ▁c olu m n ▁vector s
audio_0_80	▁so ▁th ose ▁equations
audio_0_34	▁so ▁th is ▁i s ▁h ow ▁the se ▁equations ▁a re ▁w ri t t en ▁a s ▁i ▁me n tion ed ▁in ▁the ▁ pre v i ou s ▁s li d e
